PRSUC,PRCOD,PRFEC,PRPROV,PRCANT,PRPRE
SUC05,P136,2025-07-14,PROV01,37,274.87
SUC05,P136,2025-07-19,PROV10,24,276.69
SUC05,P136,2025-08-04,PROV01,8,4312.25
SUC05,P136,2025-08-05,PROV10,4,4104.75
SUC05,P136,2025-08-26,PROV15,9,4243.06
SUC05,P136,2025-12-29,PROV01,7,4504.72
SUC05,P137,2025-01-03,PROV04,31,258.92
SUC05,P137,2025-02-02,PROV07,5,4307.6
SUC05,P137,2025-04-06,PROV13,8,4333.75
SUC05,P137,2025-05-14,PROV06,58,258.77
SUC05,P137,2025-06-09,PROV11,11,4416.28
SUC05,P137,2025-07-01,PROV14,45,261.21
SUC05,P137,2025-07-23,PROV10,38,261.98
SUC05,P137,2025-09-07,PROV03,13,264.43
SUC05,P137,2025-09-11,PROV07,39,257.45
SUC05,P137,2025-10-22,PROV03,0,4624.98
SUC05,P137,2025-11-22,PROV12,7,4434.78
SUC05,P137,2025-12-11,PROV12,41,260.13
SUC05,P138,2025-02-02,PROV05,5,4274.93
SUC05,P138,2025-02-11,PROV08,98,242.7
SUC05,P138,2025-02-19,PROV08,2,4551.34
SUC05,P138,2025-04-09,PROV08,7,4482.68
SUC05,P138,2025-04-23,PROV02,13,4414.8
SUC05,P138,2025-05-02,PROV07,10,4561.74
SUC05,P138,2025-06-24,PROV06,111,243.44
SUC05,P138,2025-07-02,PROV06,91,243.91
SUC05,P138,2025-07-16,PROV11,13,4458.19
SUC05,P138,2025-07-16,PROV11,45,242.79
SUC05,P138,2025-07-26,PROV05,10,4385.89
SUC05,P138,2025-10-31,PROV12,108,245.01
SUC05,P138,2025-11-08,PROV14,77,251.25
SUC05,P138,2025-11-19,PROV15,5,4467.73
SUC05,P138,2025-11-20,PROV14,2,4719.48
SUC05,P138,2025-11-29,PROV04,0,4936.48
SUC05,P138,2025-11-30,PROV15,98,244.8
SUC05,P139,2025-01-24,PROV02,5,4488.74
SUC05,P139,2025-02-05,PROV15,5,4377.36
SUC05,P139,2025-03-05,PROV11,9,271.89
SUC05,P139,2025-03-31,PROV04,1,4622.78
SUC05,P139,2025-04-09,PROV07,11,280.78
SUC05,P139,2025-05-08,PROV14,8,280.34
SUC05,P139,2025-06-22,PROV10,9,278.32
SUC05,P139,2025-06-29,PROV11,10,4430.97
SUC05,P139,2025-08-12,PROV09,0,4939.43
SUC05,P139,2025-08-25,PROV03,12,4656.1
SUC05,P139,2025-10-12,PROV03,13,281.38
SUC05,P139,2025-10-21,PROV15,2,4566.33
SUC05,P139,2025-11-10,PROV01,13,4674.29
SUC05,P139,2025-11-19,PROV03,15,282.37
SUC05,P139,2025-12-15,PROV09,14,5042.55
SUC06,P100,2025-01-12,PROV12,51,250.03
SUC06,P100,2025-01-16,PROV08,61,252.61
SUC06,P100,2025-01-31,PROV12,56,259.8
SUC06,P100,2025-02-01,PROV15,57,256.03
SUC06,P100,2025-02-05,PROV12,57,253.91
SUC06,P100,2025-03-01,PROV01,52,252.71
SUC06,P100,2025-03-02,PROV03,33,263.62
SUC06,P100,2025-04-05,PROV15,82,253.6
SUC06,P100,2025-04-09,PROV06,71,255.02
SUC06,P100,2025-05-03,PROV09,72,266.4
SUC06,P100,2025-05-20,PROV05,20,247.28
SUC06,P100,2025-06-07,PROV06,21,256.3
SUC06,P100,2025-06-13,PROV04,74,275.89
SUC06,P100,2025-06-19,PROV08,61,275.44
SUC06,P100,2025-06-19,PROV10,77,249.25
SUC06,P100,2025-06-23,PROV15,74,253.87
SUC06,P100,2025-07-08,PROV05,76,264.74
SUC06,P100,2025-08-01,PROV10,87,260.09
SUC06,P100,2025-08-13,PROV05,10,256.76
SUC06,P100,2025-08-14,PROV11,41,252.65
SUC06,P100,2025-08-24,PROV10,48,254.11
SUC06,P100,2025-09-01,PROV15,42,254.92
SUC06,P100,2025-09-06,PROV08,31,267.93
SUC06,P100,2025-09-09,PROV11,26,266.73
SUC06,P100,2025-09-16,PROV07,38,272.67
SUC06,P100,2025-09-20,PROV11,83,260.87
SUC06,P100,2025-09-22,PROV01,35,269.59
SUC06,P100,2025-09-24,PROV13,44,270.39
SUC06,P100,2025-10-21,PROV08,14,270.33
SUC06,P100,2025-10-29,PROV15,28,267.7
SUC06,P100,2025-12-01,PROV07,73,281.22
SUC06,P100,2025-12-07,PROV05,30,254.88
SUC06,P100,2025-12-08,PROV10,24,261.31
SUC06,P100,2025-12-30,PROV01,16,267.9
SUC06,P101,2025-01-11,PROV07,31,369.08
SUC06,P101,2025-01-20,PROV03,50,356.86
SUC06,P101,2025-02-05,PROV13,54,369.31
SUC06,P101,2025-02-27,PROV06,70,365.65
SUC06,P101,2025-03-09,PROV08,43,364.1
SUC06,P101,2025-04-10,PROV09,82,385.29
SUC06,P101,2025-04-17,PROV06,62,367.61
SUC06,P101,2025-05-17,PROV11,42,373.41
SUC06,P101,2025-05-17,PROV12,82,370.6
SUC06,P101,2025-05-19,PROV15,31,363.28
SUC06,P101,2025-06-09,PROV01,38,376.52
SUC06,P101,2025-06-23,PROV03,21,377.09
SUC06,P101,2025-06-23,PROV06,22,375.93
SUC06,P101,2025-07-18,PROV04,30,387.58
SUC06,P101,2025-08-09,PROV05,8,271.55
SUC06,P101,2025-08-09,PROV10,35,366.1
SUC06,P101,2025-08-20,PROV04,49,395.62
SUC06,P101,2025-08-22,PROV05,5,272.85
SUC06,P101,2025-08-28,PROV13,22,389.49
SUC06,P101,2025-09-09,PROV05,49,375.16
SUC06,P101,2025-09-10,PROV15,35,385.01
SUC06,P101,2025-10-02,PROV11,52,372.29
SUC06,P101,2025-10-05,PROV01,54,383.08
SUC06,P101,2025-10-26,PROV10,70,381.85
SUC06,P101,2025-11-20,PROV13,58,388.51
SUC06,P101,2025-11-21,PROV06,5,271.88
SUC06,P101,2025-11-25,PROV01,76,378.99
SUC06,P101,2025-11-30,PROV07,67,383.71
SUC06,P102,2025-01-08,PROV10,3,280.43
SUC06,P102,2025-01-10,PROV08,31,488.13
SUC06,P102,2025-02-07,PROV10,69,484.23
SUC06,P102,2025-02-26,PROV01,75,478.6
SUC06,P102,2025-02-26,PROV07,37,500.25
SUC06,P102,2025-02-27,PROV05,22,476.82
SUC06,P102,2025-03-10,PROV08,40,496.39
SUC06,P102,2025-03-11,PROV09,63,517.17
SUC06,P102,2025-03-15,PROV11,32,484.27
SUC06,P102,2025-03-20,PROV10,85,493.65
SUC06,P102,2025-03-23,PROV15,3,282.72
SUC06,P102,2025-04-10,PROV01,3,282.03
SUC06,P102,2025-05-15,PROV13,32,508.91
SUC06,P102,2025-06-03,PROV05,16,489.45
SUC06,P102,2025-06-03,PROV13,40,531.6
SUC06,P102,2025-06-13,PROV13,24,514.81
SUC06,P102,2025-06-18,PROV02,15,514.07
SUC06,P102,2025-07-28,PROV05,57,505.21
SUC06,P102,2025-08-10,PROV14,64,548.88
SUC06,P102,2025-08-13,PROV05,73,508.83
SUC06,P102,2025-08-19,PROV13,10,287.71
SUC06,P102,2025-08-26,PROV04,65,538.08
SUC06,P102,2025-09-12,PROV05,84,518.53
SUC06,P102,2025-09-23,PROV11,23,528.88
SUC06,P102,2025-10-03,PROV01,46,512.2
SUC06,P102,2025-10-18,PROV01,14,525.74
SUC06,P102,2025-10-21,PROV02,50,529.3
SUC06,P102,2025-10-31,PROV02,39,521.19
SUC06,P102,2025-11-01,PROV08,43,530.1
SUC06,P102,2025-11-03,PROV08,77,535.04
SUC06,P102,2025-11-05,PROV04,73,538.27
SUC06,P102,2025-11-05,PROV14,43,561.63
SUC06,P102,2025-11-14,PROV02,71,533.74
SUC06,P102,2025-11-25,PROV09,43,535.0
SUC06,P102,2025-12-13,PROV13,38,548.91
SUC06,P102,2025-12-18,PROV01,62,528.92
SUC06,P102,2025-12-21,PROV14,63,556.53
SUC06,P103,2025-01-13,PROV02,8,271.61
SUC06,P103,2025-01-22,PROV10,76,544.42
SUC06,P103,2025-02-22,PROV04,22,582.44
SUC06,P103,2025-03-03,PROV05,41,553.43
SUC06,P103,2025-03-04,PROV15,56,563.14
SUC06,P103,2025-03-10,PROV14,83,588.82
SUC06,P103,2025-03-13,PROV09,19,599.19
SUC06,P103,2025-03-15,PROV05,68,559.57
SUC06,P103,2025-03-18,PROV04,60,614.81
SUC06,P103,2025-04-10,PROV12,35,601.32
SUC06,P103,2025-04-20,PROV01,37,582.58
SUC06,P103,2025-04-23,PROV09,23,594.43
SUC06,P103,2025-05-02,PROV02,29,588.36
SUC06,P103,2025-05-05,PROV15,20,567.7
SUC06,P103,2025-05-30,PROV03,66,616.05
SUC06,P103,2025-05-30,PROV14,28,606.46
SUC06,P103,2025-05-31,PROV13,13,267.45
SUC06,P103,2025-06-01,PROV10,77,572.66
SUC06,P103,2025-06-02,PROV11,40,604.67
SUC06,P103,2025-06-05,PROV07,2,271.65
SUC06,P103,2025-06-19,PROV09,32,632.31
SUC06,P103,2025-06-21,PROV01,2,267.53
SUC06,P103,2025-06-26,PROV04,23,609.84
SUC06,P103,2025-07-01,PROV04,9,271.11
SUC06,P103,2025-07-15,PROV03,47,617.37
SUC06,P103,2025-08-04,PROV09,62,620.68
SUC06,P103,2025-08-10,PROV09,57,637.59
SUC06,P103,2025-08-31,PROV01,72,587.26
SUC06,P103,2025-08-31,PROV04,24,614.37
SUC06,P103,2025-09-02,PROV06,76,592.91
SUC06,P103,2025-09-30,PROV06,23,611.5
SUC06,P103,2025-10-14,PROV09,78,623.62
SUC06,P103,2025-11-04,PROV13,28,617.1
SUC06,P103,2025-11-05,PROV03,5,267.67
SUC06,P103,2025-11-24,PROV14,7,266.84
SUC06,P103,2025-12-16,PROV08,78,649.56
SUC06,P103,2025-12-31,PROV11,14,268.88
SUC06,P104,2025-01-12,PROV13,73,749.46
SUC06,P104,2025-01-24,PROV10,21,737.15
SUC06,P104,2025-02-19,PROV03,56,737.86
SUC06,P104,2025-02-19,PROV15,68,722.13
SUC06,P104,2025-02-25,PROV15,9,263.46
SUC06,P104,2025-03-04,PROV07,15,265.96
SUC06,P104,2025-03-14,PROV06,24,754.68
SUC06,P104,2025-03-31,PROV12,65,746.13
SUC06,P104,2025-04-29,PROV04,82,768.56
SUC06,P104,2025-05-19,PROV05,24,746.7
SUC06,P104,2025-05-31,PROV14,18,804.4
SUC06,P104,2025-06-03,PROV02,24,790.64
SUC06,P104,2025-06-03,PROV04,51,799.52
SUC06,P104,2025-06-06,PROV12,74,764.47
SUC06,P104,2025-06-07,PROV03,21,785.89
SUC06,P104,2025-06-08,PROV13,41,801.71
SUC06,P104,2025-07-26,PROV05,77,751.77
SUC06,P104,2025-08-11,PROV14,28,828.58
SUC06,P104,2025-08-14,PROV03,73,790.79
SUC06,P104,2025-08-17,PROV14,46,811.03
SUC06,P104,2025-08-20,PROV09,38,808.39
SUC06,P104,2025-08-23,PROV01,49,753.84
SUC06,P104,2025-08-28,PROV12,43,761.67
SUC06,P104,2025-09-06,PROV02,28,783.02
SUC06,P104,2025-09-14,PROV01,69,781.8
SUC06,P104,2025-09-27,PROV06,9,271.16
SUC06,P104,2025-10-03,PROV01,81,793.7
SUC06,P104,2025-10-07,PROV07,79,810.74
SUC06,P104,2025-10-07,PROV15,16,771.26
SUC06,P104,2025-10-16,PROV13,49,799.99
SUC06,P104,2025-10-26,PROV15,55,772.19
SUC06,P104,2025-10-29,PROV08,24,791.66
SUC06,P104,2025-10-30,PROV04,30,844.16
SUC06,P104,2025-11-01,PROV14,60,820.0
SUC06,P104,2025-11-13,PROV08,54,819.13
SUC06,P104,2025-11-29,PROV06,83,807.08
SUC06,P104,2025-12-01,PROV15,32,775.48
SUC06,P104,2025-12-14,PROV01,81,789.01
SUC06,P104,2025-12-15,PROV12,28,792.77
SUC06,P104,2025-12-28,PROV07,16,794.09
SUC06,P104,2025-12-31,PROV07,33,788.91
SUC06,P105,2025-01-07,PROV09,59,816.05
SUC06,P105,2025-01-07,PROV10,71,749.44
SUC06,P105,2025-01-18,PROV02,80,255.37
SUC06,P105,2025-01-21,PROV01,48,766.8
SUC06,P105,2025-01-26,PROV09,60,802.52
SUC06,P105,2025-02-20,PROV03,81,251.51
SUC06,P105,2025-02-21,PROV15,50,255.13
SUC06,P105,2025-03-04,PROV06,27,800.86
SUC06,P105,2025-03-26,PROV04,27,829.09
SUC06,P105,2025-04-07,PROV10,83,796.1
SUC06,P105,2025-04-13,PROV03,60,797.8
SUC06,P105,2025-04-19,PROV14,55,800.4
SUC06,P105,2025-04-29,PROV01,52,250.93
SUC06,P105,2025-05-29,PROV12,19,812.6
SUC06,P105,2025-06-04,PROV05,49,258.43
SUC06,P105,2025-06-04,PROV11,63,257.82
SUC06,P105,2025-06-18,PROV03,48,840.31
SUC06,P105,2025-06-24,PROV12,44,828.87
SUC06,P105,2025-07-03,PROV09,79,820.22
SUC06,P105,2025-07-04,PROV12,31,803.16
SUC06,P105,2025-08-07,PROV10,30,819.17
SUC06,P105,2025-08-22,PROV06,96,254.05
SUC06,P105,2025-09-04,PROV05,59,807.47
SUC06,P105,2025-09-27,PROV09,53,880.28
SUC06,P105,2025-09-28,PROV04,64,838.16
SUC06,P105,2025-09-30,PROV11,58,813.38
SUC06,P105,2025-10-02,PROV12,74,852.16
SUC06,P105,2025-10-19,PROV12,51,838.02
SUC06,P105,2025-10-20,PROV08,67,838.55
SUC06,P105,2025-10-23,PROV11,53,825.66
SUC06,P105,2025-11-02,PROV13,36,869.9
SUC06,P105,2025-11-09,PROV15,50,818.78
SUC06,P105,2025-12-21,PROV03,46,872.96
SUC06,P105,2025-12-21,PROV14,14,889.3
SUC06,P106,2025-01-02,PROV14,52,941.59
SUC06,P106,2025-01-05,PROV01,83,932.39
SUC06,P106,2025-02-14,PROV05,20,258.87
SUC06,P106,2025-02-16,PROV05,65,910.81
SUC06,P106,2025-02-19,PROV07,39,954.66
SUC06,P106,2025-02-25,PROV10,50,890.27
SUC06,P106,2025-03-19,PROV14,66,993.71
SUC06,P106,2025-03-22,PROV13,84,945.54
SUC06,P106,2025-03-25,PROV02,38,957.05
SUC06,P106,2025-03-28,PROV12,22,954.38
SUC06,P106,2025-04-25,PROV05,73,925.09
SUC06,P106,2025-05-07,PROV10,28,939.05
SUC06,P106,2025-05-18,PROV02,78,943.81
SUC06,P106,2025-05-20,PROV09,49,975.93
SUC06,P106,2025-05-28,PROV07,60,257.58
SUC06,P106,2025-06-07,PROV01,65,951.26
SUC06,P106,2025-07-04,PROV02,71,967.78
SUC06,P106,2025-07-22,PROV04,30,1012.42
SUC06,P106,2025-07-30,PROV05,62,935.09
SUC06,P106,2025-08-07,PROV05,24,966.01
SUC06,P106,2025-08-16,PROV14,21,998.32
SUC06,P106,2025-08-17,PROV07,84,987.36
SUC06,P106,2025-08-25,PROV12,81,969.92
SUC06,P106,2025-09-06,PROV01,55,257.53
SUC06,P106,2025-09-21,PROV10,61,973.08
SUC06,P106,2025-10-10,PROV04,67,1044.15
SUC06,P106,2025-10-15,PROV13,71,1015.04
SUC06,P106,2025-10-18,PROV07,32,991.12
SUC06,P106,2025-10-27,PROV06,32,971.49
SUC06,P106,2025-11-08,PROV14,43,260.31
SUC06,P106,2025-11-14,PROV03,49,1007.18
SUC06,P106,2025-12-18,PROV11,26,1013.44
SUC06,P107,2025-01-06,PROV11,86,1002.86
SUC06,P107,2025-01-21,PROV10,73,1007.47
SUC06,P107,2025-01-24,PROV06,44,984.5
SUC06,P107,2025-02-12,PROV05,23,975.84
SUC06,P107,2025-03-02,PROV02,63,1028.11
SUC06,P107,2025-03-05,PROV12,52,1003.22
SUC06,P107,2025-03-07,PROV10,16,1002.16
SUC06,P107,2025-03-11,PROV13,20,1052.22
SUC06,P107,2025-03-13,PROV06,85,1005.94
SUC06,P107,2025-03-13,PROV10,21,1015.29
SUC06,P107,2025-03-13,PROV15,27,1025.82
SUC06,P107,2025-03-23,PROV04,66,1075.77
SUC06,P107,2025-03-24,PROV06,50,986.43
SUC06,P107,2025-04-01,PROV06,70,1007.47
SUC06,P107,2025-04-21,PROV04,57,1065.64
SUC06,P107,2025-05-10,PROV07,76,1040.15
SUC06,P107,2025-06-01,PROV07,43,1066.18
SUC06,P107,2025-06-10,PROV08,60,1091.44
SUC06,P107,2025-06-13,PROV02,57,1027.62
SUC06,P107,2025-06-13,PROV06,73,1047.04
SUC06,P107,2025-06-24,PROV03,49,1050.8
SUC06,P107,2025-06-25,PROV03,25,270.66
SUC06,P107,2025-06-30,PROV02,13,274.98
SUC06,P107,2025-07-16,PROV12,46,1078.41
SUC06,P107,2025-07-31,PROV06,62,1031.06
SUC06,P107,2025-08-08,PROV14,82,1120.44
SUC06,P107,2025-08-13,PROV06,29,1031.36
SUC06,P107,2025-08-23,PROV04,37,1134.09
SUC06,P107,2025-08-26,PROV09,29,1096.1
SUC06,P107,2025-08-27,PROV06,71,1055.56
SUC06,P107,2025-08-29,PROV13,29,1085.23
SUC06,P107,2025-09-02,PROV13,19,1106.55
SUC06,P107,2025-09-08,PROV11,41,276.68
SUC06,P107,2025-09-21,PROV03,49,267.75
SUC06,P107,2025-09-28,PROV01,21,1054.39
SUC06,P107,2025-10-01,PROV13,19,1118.72
SUC06,P107,2025-10-09,PROV03,40,275.29
SUC06,P107,2025-10-17,PROV12,25,271.46
SUC06,P107,2025-10-21,PROV04,47,272.79
SUC06,P107,2025-10-22,PROV05,20,1041.8
SUC06,P107,2025-10-26,PROV09,26,1096.2
SUC06,P107,2025-11-02,PROV14,32,1154.69
SUC06,P107,2025-11-07,PROV01,15,1066.34
SUC06,P107,2025-11-09,PROV09,30,1143.43
SUC06,P107,2025-11-10,PROV02,61,1126.58
SUC06,P107,2025-11-26,PROV09,37,1154.98
SUC06,P107,2025-11-26,PROV12,36,1104.77
SUC06,P107,2025-12-16,PROV04,45,1145.46
SUC06,P107,2025-12-21,PROV07,15,276.32
SUC06,P107,2025-12-22,PROV05,26,1042.85
SUC06,P107,2025-12-29,PROV03,82,1156.58
SUC06,P108,2025-01-20,PROV07,35,1145.27
SUC06,P108,2025-01-27,PROV10,37,1139.64
SUC06,P108,2025-02-06,PROV12,36,1183.93
SUC06,P108,2025-02-13,PROV03,53,267.01
SUC06,P108,2025-03-08,PROV09,32,1196.1
SUC06,P108,2025-04-16,PROV11,27,270.16
SUC06,P108,2025-06-06,PROV09,32,270.4
SUC06,P108,2025-06-19,PROV15,43,1145.24
SUC06,P108,2025-07-02,PROV06,42,1187.34
SUC06,P108,2025-07-04,PROV08,22,271.07
SUC06,P108,2025-08-04,PROV08,25,1270.77
SUC06,P108,2025-08-08,PROV08,46,269.29
SUC06,P108,2025-08-30,PROV03,25,1234.59
SUC06,P108,2025-09-19,PROV05,57,265.22
SUC06,P108,2025-09-28,PROV12,39,1249.36
SUC06,P108,2025-11-11,PROV11,7,1207.36
SUC06,P108,2025-12-03,PROV08,16,274.73
SUC06,P108,2025-12-03,PROV12,30,1261.13
SUC06,P108,2025-12-04,PROV13,55,265.61
SUC06,P108,2025-12-27,PROV13,38,1285.83
SUC06,P109,2025-01-03,PROV12,16,1176.59
SUC06,P109,2025-01-10,PROV02,39,248.99
SUC06,P109,2025-01-22,PROV11,16,1212.19
SUC06,P109,2025-02-11,PROV03,9,1214.34
SUC06,P109,2025-02-25,PROV13,14,1263.95
SUC06,P109,2025-03-02,PROV13,56,247.9
SUC06,P109,2025-04-09,PROV02,27,1274.54
SUC06,P109,2025-04-14,PROV12,11,1265.72
SUC06,P109,2025-04-16,PROV15,10,1205.49
SUC06,P109,2025-04-19,PROV11,30,1234.54
SUC06,P109,2025-05-16,PROV06,7,1254.3
SUC06,P109,2025-05-17,PROV01,43,1263.56
SUC06,P109,2025-05-23,PROV02,20,1222.13
SUC06,P109,2025-05-23,PROV15,9,1230.81
SUC06,P109,2025-06-06,PROV14,21,1305.56
SUC06,P109,2025-06-28,PROV05,3,1226.29
SUC06,P109,2025-07-10,PROV10,6,1268.29
SUC06,P109,2025-07-18,PROV05,29,248.84
SUC06,P109,2025-07-23,PROV04,15,1292.17
SUC06,P109,2025-08-16,PROV09,20,248.07
SUC06,P109,2025-09-06,PROV13,42,1349.76
SUC06,P109,2025-09-08,PROV06,41,1298.26
SUC06,P109,2025-09-09,PROV04,54,248.11
SUC06,P109,2025-11-01,PROV01,41,1264.75
SUC06,P109,2025-11-12,PROV12,10,1333.41
SUC06,P109,2025-12-05,PROV11,28,1273.74
SUC06,P110,2025-01-10,PROV05,25,1287.99
SUC06,P110,2025-01-18,PROV07,38,1309.98
SUC06,P110,2025-01-21,PROV13,33,258.09
SUC06,P110,2025-02-11,PROV01,16,1340.2
SUC06,P110,2025-02-24,PROV01,13,262.86
SUC06,P110,2025-03-16,PROV15,5,1306.06
SUC06,P110,2025-03-24,PROV03,3,1359.6
SUC06,P110,2025-03-26,PROV15,24,1330.46
SUC06,P110,2025-03-28,PROV07,7,1347.02
SUC06,P110,2025-05-24,PROV15,21,257.27
SUC06,P110,2025-07-01,PROV12,13,1415.47
SUC06,P110,2025-07-04,PROV01,19,1369.51
SUC06,P110,2025-09-19,PROV06,27,261.87
SUC06,P110,2025-09-26,PROV03,42,1471.91
SUC06,P110,2025-09-26,PROV12,52,259.0
SUC06,P110,2025-10-13,PROV05,40,1351.74
SUC06,P110,2025-10-14,PROV01,21,1417.81
SUC06,P110,2025-10-17,PROV02,16,1470.47
SUC06,P110,2025-11-17,PROV07,9,1476.0
SUC06,P110,2025-12-19,PROV05,30,1449.72
SUC06,P111,2025-01-03,PROV14,30,1460.91
SUC06,P111,2025-01-05,PROV10,36,1370.97
SUC06,P111,2025-01-24,PROV14,27,1484.04
SUC06,P111,2025-02-27,PROV14,20,1447.91
SUC06,P111,2025-02-28,PROV06,41,1455.01
SUC06,P111,2025-04-15,PROV13,74,254.57
SUC06,P111,2025-05-29,PROV02,10,1448.78
SUC06,P111,2025-05-30,PROV09,41,1493.17
SUC06,P111,2025-06-23,PROV03,26,1524.29
SUC06,P111,2025-06-30,PROV05,15,1473.18
SUC06,P111,2025-07-08,PROV11,109,253.59
SUC06,P111,2025-07-15,PROV12,41,1464.65
SUC06,P111,2025-07-16,PROV07,38,1513.86
SUC06,P111,2025-08-04,PROV05,26,1464.66
SUC06,P111,2025-09-21,PROV13,17,1569.73
SUC06,P111,2025-10-04,PROV08,41,1595.56
SUC06,P111,2025-10-12,PROV12,100,251.79
SUC06,P111,2025-10-20,PROV10,117,257.11
SUC06,P111,2025-12-21,PROV11,12,1586.67
SUC06,P112,2025-01-22,PROV09,31,265.54
SUC06,P112,2025-01-26,PROV04,10,1585.16
SUC06,P112,2025-01-28,PROV04,28,1624.58
SUC06,P112,2025-02-08,PROV03,33,260.02
SUC06,P112,2025-02-09,PROV03,9,1591.83
SUC06,P112,2025-02-10,PROV05,59,260.82
SUC06,P112,2025-04-28,PROV02,34,1576.5
SUC06,P112,2025-04-29,PROV09,13,1576.94
SUC06,P112,2025-05-14,PROV01,5,1583.43
SUC06,P112,2025-06-05,PROV07,7,1602.31
SUC06,P112,2025-06-18,PROV10,51,258.13
SUC06,P112,2025-07-05,PROV10,19,1592.38
SUC06,P112,2025-07-24,PROV11,27,267.15
SUC06,P112,2025-07-28,PROV06,16,1630.26
SUC06,P112,2025-08-07,PROV08,22,1653.85
SUC06,P112,2025-08-13,PROV10,16,1535.74
SUC06,P112,2025-09-08,PROV01,18,1569.08
SUC06,P112,2025-09-23,PROV12,5,1604.33
SUC06,P112,2025-09-25,PROV14,34,1707.39
SUC06,P112,2025-09-30,PROV15,42,1610.57
SUC06,P112,2025-10-06,PROV01,7,1612.68
SUC06,P112,2025-10-15,PROV05,8,1591.12
SUC06,P112,2025-10-22,PROV12,25,1607.7
SUC06,P112,2025-10-28,PROV02,12,1612.04
SUC06,P112,2025-10-28,PROV14,17,1701.64
SUC06,P112,2025-11-03,PROV02,26,1646.33
SUC06,P112,2025-11-10,PROV07,38,262.75
SUC06,P112,2025-11-18,PROV14,12,1674.09
SUC06,P112,2025-12-04,PROV02,25,1647.95
SUC06,P112,2025-12-09,PROV02,35,1704.11
SUC06,P112,2025-12-30,PROV04,36,1730.75
SUC06,P113,2025-01-30,PROV10,33,1537.48
SUC06,P113,2025-01-31,PROV10,10,1611.31
SUC06,P113,2025-02-18,PROV10,23,1586.84
SUC06,P113,2025-04-01,PROV02,21,1685.66
SUC06,P113,2025-04-14,PROV12,24,1704.42
SUC06,P113,2025-05-10,PROV10,8,1600.34
SUC06,P113,2025-05-10,PROV15,19,1653.11
SUC06,P113,2025-05-24,PROV09,34,1777.92
SUC06,P113,2025-05-26,PROV08,16,1703.92
SUC06,P113,2025-07-04,PROV06,8,1647.07
SUC06,P113,2025-07-22,PROV07,25,1686.57
SUC06,P113,2025-07-29,PROV01,14,1704.32
SUC06,P113,2025-08-08,PROV05,87,244.32
SUC06,P113,2025-08-28,PROV13,35,1770.29
SUC06,P113,2025-09-11,PROV03,74,243.88
SUC06,P113,2025-09-16,PROV10,77,240.42
SUC06,P113,2025-09-19,PROV08,4,1760.51
SUC06,P113,2025-09-21,PROV15,9,1698.0
SUC06,P113,2025-10-01,PROV03,78,238.5
SUC06,P113,2025-10-06,PROV14,28,1806.45
SUC06,P113,2025-10-08,PROV05,94,240.49
SUC06,P113,2025-10-09,PROV02,26,1711.61
SUC06,P113,2025-11-11,PROV04,17,1811.9
SUC06,P113,2025-11-11,PROV09,32,1853.63
SUC06,P113,2025-12-07,PROV03,38,1757.72
SUC06,P113,2025-12-08,PROV06,33,1700.31
SUC06,P113,2025-12-19,PROV06,40,241.72
SUC06,P114,2025-01-12,PROV03,21,1757.9
SUC06,P114,2025-03-04,PROV11,38,1747.4
SUC06,P114,2025-03-05,PROV13,21,1816.96
SUC06,P114,2025-04-04,PROV13,40,274.59
SUC06,P114,2025-04-18,PROV08,35,275.17
SUC06,P114,2025-05-24,PROV06,35,1768.12
SUC06,P114,2025-06-04,PROV02,21,1874.33
SUC06,P114,2025-06-11,PROV02,50,279.44
SUC06,P114,2025-06-15,PROV10,25,1799.84
SUC06,P114,2025-06-24,PROV12,27,1875.9
SUC06,P114,2025-06-25,PROV08,32,1914.19
SUC06,P114,2025-07-19,PROV02,13,1864.17
SUC06,P114,2025-08-14,PROV13,19,1844.23
SUC06,P114,2025-09-05,PROV09,31,1943.37
SUC06,P114,2025-09-11,PROV11,35,1867.21
SUC06,P114,2025-09-20,PROV08,60,271.79
SUC06,P114,2025-09-23,PROV10,22,1825.12
SUC06,P114,2025-09-25,PROV03,43,1907.93
SUC06,P114,2025-11-18,PROV07,36,1949.89
SUC06,P114,2025-12-12,PROV08,55,275.11
SUC06,P114,2025-12-28,PROV14,32,271.27
SUC06,P115,2025-01-09,PROV11,41,1768.97
SUC06,P115,2025-02-13,PROV15,82,257.15
SUC06,P115,2025-02-14,PROV03,120,253.41
SUC06,P115,2025-02-15,PROV13,37,1839.76
SUC06,P115,2025-03-07,PROV04,24,1962.54
SUC06,P115,2025-03-09,PROV13,29,1906.86
SUC06,P115,2025-03-21,PROV03,8,1919.32
SUC06,P115,2025-04-08,PROV11,37,1852.61
SUC06,P115,2025-05-04,PROV14,77,253.32
SUC06,P115,2025-05-29,PROV08,14,1974.37
SUC06,P115,2025-07-14,PROV15,8,1891.7
SUC06,P115,2025-07-19,PROV15,38,1841.67
SUC06,P115,2025-08-01,PROV01,19,1956.52
SUC06,P115,2025-09-14,PROV07,7,1952.27
SUC06,P115,2025-09-18,PROV03,39,1944.19
SUC06,P115,2025-09-28,PROV05,17,1941.8
SUC06,P115,2025-10-18,PROV01,3,1952.44
SUC06,P115,2025-10-18,PROV09,36,2034.54
SUC06,P115,2025-11-13,PROV03,33,2034.22
SUC06,P115,2025-11-14,PROV01,26,1954.19
